요양기관명,시도코드명,시군구코드명,좌표(X),좌표(Y),주소,좌표(X)_round,좌표(Y)_round
드림소아청소년과의원,경상북도,구미시,128.3298875,36.1520904,,128.3299,36.1521
드림소아청소년과의원,경상남도,김해시,128.8266959,35.1670454,,128.8267,35.167
드림아이소아청소년과의원,경기도,평택시,127.0932929,37.020374,,127.0933,37.0204
드림아이소아청소년과의원,충청남도,천안동남구,127.1284801,36.7887287,,127.1285,36.7887
드림연합소아청소년과의원,경기도,군포시,126.9322587,37.3586387,,126.9323,37.3586
드림연합소아청소년과의원,부산광역시,부산기장군,129.1660003,35.3341599,,129.166,35.3342
드림이든소아치과의원,경기도,용인기흥구,127.0718775,37.2758482,,127.0719,37.2758
드림키소아청소년과의원,부산광역시,부산진구,129.0600126,35.1593889,,129.06,35.1594
드림키즈소아청소년과의원,경기도,구리시,127.1172915,37.6320766,,127.1173,37.6321
드림키즈소아청소년과의원,경기도,이천시,127.4458781,37.2785332,,127.4459,37.2785
디디소아청소년과의원,서울특별시,서초구,127.0218913,37.5023808,,127.0219,37.5024
딸기소아청소년과의원,서울특별시,동대문구,127.0738808,37.5747019,,127.0739,37.5747
딸기소아청소년과의원,인천광역시,인천남동구,126.7249452,37.3987467,,126.7249,37.3987
라라봄소아청소년과의원,경기도,남양주시,127.1734709,37.6002915,,127.1735,37.6003
라라소아청소년과의원,경기도,성남수정구,127.1500709,37.4726432,,127.1501,37.4726
라소아청소년과의원,경상북도,경산시,128.7277482,35.8337425,,128.7277,35.8337
라온소아청소년과의원,서울특별시,중랑구,127.1069038,37.606805,,127.1069,37.6068
라온소아청소년과의원,세종시,세종시,127.251249,36.486926,,127.2512,36.4869
라온소아청소년과의원,전라남도,순천시,127.5540921,34.9326474,,127.5541,34.9326
라온소아청소년과의원,전라북도,전주덕진구,127.1335758,35.8785624,,127.1336,35.8786
라온소아청소년과의원,경기도,시흥시,126.734586,37.3738892,,126.7346,37.3739
라이온소아청소년과의원,경기도,김포시,126.6777941,37.6375548,,126.6778,37.6376
라임나무소아청소년과의원,대전광역시,대전서구,127.3485723,36.3261733,,127.3486,36.3262
라임소아청소년과의원,서울특별시,동대문구,127.0620109,37.598389,,127.062,37.5984
라임소아청소년과의원,부산광역시,부산해운대구,129.1442096,35.15934,,129.1442,35.1593
라임소아청소년과의원,경상북도,포항남구,129.4004541,35.9715954,,129.4005,35.9716
라파엘소아청소년과의원,경기도,수원장안구,126.9932893,37.2959942,,126.9933,37.296
레이킨소아청소년과의원,경기도,고양일산서구,126.7511979,37.6682829,,126.7512,37.6683
레인보우소아청소년과의원,경기도,수원권선구,126.9557625,37.2716356,,126.9558,37.2716
로데오소아청소년과의원,경기도,파주시,126.7676735,37.7516374,,126.7677,37.7516
로뎀소아청소년과의원,서울특별시,강서구,126.8279956,37.5590997,,126.828,37.5591
로뎀소아청소년과의원,세종시,세종시,127.2492573,36.4951815,,127.2493,36.4952
로뎀소아청소년과의원,부산광역시,부산해운대구,129.1374368,35.1704318,,129.1374,35.1704
로얄키즈소아청소년과의원,부산광역시,부산해운대구,129.1755732,35.1704651,,129.1756,35.1705
루원하다소아치과의원,인천광역시,인천서구,126.6711075,37.5263928,,126.6711,37.5264
루크소아청소년과의원,대전광역시,대전유성구,127.3387784,36.3700384,,127.3388,36.37
류상우소아청소년과의원,강원특별자치도,태백시,128.9893745,37.1757031,,128.9894,37.1757
류앤김이비인후과소아과의원,광주광역시,광주서구,126.8476667,35.1499484,,126.8477,35.1499
류청창앤이희정정형외과소아청소년과의원,부산광역시,부산진구,129.0394835,35.1650565,,129.0395,35.1651
리앤김소아청소년과의원,경기도,화성시,126.9124754,37.1151722,,126.9125,37.1152
리앤박소아청소년과의원,전라북도,완주군,127.0580539,35.8386525,,127.0581,35.8387
리틀스마일소아치과의원,서울특별시,마포구,126.9536224,37.5510075,,126.9536,37.551
리틀원소아치과치과의원,울산광역시,울산남구,129.3336736,35.538944,,129.3337,35.5389
림스소아청소년과의원,충청남도,아산시,127.054892,36.7745748,,127.0549,36.7746
마곡웰소아청소년과의원,서울특별시,강서구,126.8257069,37.5584775,,126.8257,37.5585
마음소아청소년과의원,부산광역시,부산연제구,129.0669549,35.1915766,,129.067,35.1916
마이퍼스트소아치과치과의원,경기도,화성시,126.8175208,37.285237,,126.8175,37.2852
마일스톤소아청소년과의원,경기도,하남시,127.1919889,37.5607552,,127.192,37.5608
마재숙하트소아청소년과의원,광주광역시,광주동구,126.9290438,35.1307412,,126.929,35.1307
마트소아청소년과의원,경기도,용인기흥구,127.0733378,37.2757484,,127.0733,37.2757
마트소아청소년과의원,인천광역시,인천서구,126.6462981,37.5309927,,126.6463,37.531
만성샘소아청소년과의원,전라북도,전주덕진구,127.0770739,35.8434655,,127.0771,35.8435
맑은샘소아청소년과의원,경기도,광주시,127.1577512,37.359739,,127.1578,37.3597
맘모스소아청소년과의원,부산광역시,부산동래구,129.0770949,35.2057897,,129.0771,35.2058
맘소아청소년과의원,경기도,파주시,126.7848485,37.8670845,,126.7848,37.8671
맘스맘연합소아청소년과의원,대구광역시,대구북구,128.5106448,35.8989335,,128.5106,35.8989
맘시티소아청소년과의원,경기도,평택시,127.1040567,37.0260471,,127.1041,37.026
맘앤맘소아청소년과의원,서울특별시,송파구,127.0842018,37.5120894,,127.0842,37.5121
맘앤차일드소아청소년과의원,경기도,파주시,126.7516807,37.7312761,,126.7517,37.7313
맘초이스내과소아청소년과의원,전라북도,익산시,126.9720079,35.9594683,,126.972,35.9595
맹소아청소년과의원,인천광역시,인천남동구,126.6936341,37.4660015,,126.6936,37.466
메디모아소아청소년과의원,경기도,수원권선구,126.9412152,37.2733968,,126.9412,37.2734
메디베베소아청소년과의원,인천광역시,인천부평구,126.7396483,37.5039884,,126.7396,37.504
메디파크소아청소년과의원,경기도,성남분당구,127.1066794,37.3503551,,127.1067,37.3504
메타피온소아청소년과의원,경기도,파주시,126.7345093,37.7283285,,126.7345,37.7283
명곡소아과의원,대구광역시,대구달성군,128.4959352,35.7987482,,128.4959,35.7987
명근철소아청소년과의원,서울특별시,강서구,126.8460615,37.5334996,,126.8461,37.5335
명문소아청소년과의원,경기도,안산단원구,126.8348265,37.3189133,,126.8348,37.3189
명소아과의원,서울특별시,용산구,126.9596751,37.5374566,,126.9597,37.5375
명소아과의원,경기도,이천시,127.4919728,37.2489119,,127.492,37.2489
명소아과의원,충청남도,아산시,127.0029485,36.7812937,,127.0029,36.7813
명소아청소년과의원,서울특별시,광진구,127.0712962,37.5342962,,127.0713,37.5343
명소아청소년과의원,서울특별시,영등포구,126.8972201,37.492652,,126.8972,37.4927
명소아청소년과의원,서울특별시,관악구,126.9472206,37.4864635,,126.9472,37.4865
명소아청소년과의원,경기도,시흥시,126.8025633,37.4373532,,126.8026,37.4374
명소아청소년과의원,인천광역시,인천부평구,126.7442859,37.4842153,,126.7443,37.4842
명소아청소년과의원,충청남도,보령시,126.5987007,36.3460567,,126.5987,36.3461
명소아청소년과의원,서울특별시,동작구,126.9415797,37.5011562,,126.9416,37.5012
명인소아청소년과의원,대구광역시,대구남구,128.6044775,35.8415987,,128.6045,35.8416
모두 소아청소년과 의원,경기도,안양동안구,126.9649604,37.3917975,,126.965,37.3918
모든아이소아청소년과의원,전라남도,광양시,127.6977042,34.9313916,,127.6977,34.9314
모모소아청소년과의원,경기도,광주시,127.2325325,37.3825073,,127.2325,37.3825
모아소아청소년과.가정의학과의원,인천광역시,인천연수구,126.6718282,37.4068194,,126.6718,37.4068
모아재활의학과소아청소년과의원,서울특별시,광진구,127.0754233,37.5334847,,127.0754,37.5335
모종아이튼튼소아청소년과의원,충청남도,아산시,127.0176943,36.7838282,,127.0177,36.7838
목동키즈웰소아청소년과의원,서울특별시,양천구,126.871084,37.52609,,126.8711,37.5261
목동한소아청소년과의원,서울특별시,양천구,126.8655357,37.5394049,,126.8655,37.5394
목포소아청소년과의원,전라남도,무안군,126.4654578,34.812144,,126.4655,34.8121
목화소아청소년과의원,광주광역시,광주광산구,126.8238374,35.1788446,,126.8238,35.1788
무거리틀원소아치과치과의원,울산광역시,울산남구,129.2663093,35.5520628,,129.2663,35.5521
무지개소아청소년과의원,서울특별시,강동구,127.1489063,37.559109,,127.1489,37.5591
무지개소아청소년과의원,경기도,성남분당구,127.1160179,37.3368392,,127.116,37.3368
무지개소아청소년과의원,경기도,김포시,126.6677031,37.6443282,,126.6677,37.6443
무지개소아청소년과의원,경기도,부천오정구,126.7698955,37.5161835,,126.7699,37.5162
문미호소아과의원,서울특별시,노원구,127.0639372,37.636219,,127.0639,37.6362
문소아과의원,서울특별시,송파구,127.1298678,37.4946917,,127.1299,37.4947
문소아과의원,경기도,시흥시,126.8000107,37.442718,,126.8,37.4427
문소아청소년과의원,서울특별시,강서구,126.8178619,37.5731775,,126.8179,37.5732
문소아청소년과의원,경기도,용인처인구,127.2140833,37.2673751,,127.2141,37.2674
문소아청소년과의원,경기도,오산시,127.0731103,37.1383191,,127.0731,37.1383
문소아청소년과의원,경기도,남양주시,127.1886277,37.7159394,,127.1886,37.7159
문소아청소년과의원,경기도,고양일산동구,126.7824385,37.6435616,,126.7824,37.6436
문소아청소년과의원,충청남도,당진시,126.6308051,36.8937115,,126.6308,36.8937
문앤송소아청소년과의원,제주특별자치도,제주시,126.5200837,33.4995654,,126.5201,33.4996
문웅영소아청소년과의원,충청남도,보령시,126.6091626,36.346609,,126.6092,36.3466
문형기소아과의원,부산광역시,부산동래구,129.1056459,35.1966,,129.1056,35.1966
물금연합소아청소년과의원,경상남도,양산시,129.0169403,35.3327099,,129.0169,35.3327
미라클성장소아청소년과의원,경기도,안양동안구,126.9617977,37.3943525,,126.9618,37.3944
미래365소아청소년과 의원,경기도,고양덕양구,126.888892,37.6635452,,126.8889,37.6635
미래로소아과의원,경기도,부천원미구,126.7530244,37.5074718,,126.753,37.5075
미래로소아청소년과의원,전라남도,순천시,127.5199811,34.9632557,,127.52,34.9633
미래소아과의원,경기도,의정부시,127.0698807,37.7515204,,127.0699,37.7515
미래소아청소년과의원,서울특별시,강북구,127.017747,37.6255182,,127.0177,37.6255
미래소아청소년과의원,경기도,용인기흥구,127.1179654,37.2747434,,127.118,37.2747
미래소아청소년과의원,경기도,광주시,127.2538924,37.3784267,,127.2539,37.3784
미래소아청소년과의원,경기도,김포시,126.7202873,37.6216467,,126.7203,37.6216
미래소아청소년과의원,충청북도,청주흥덕구,127.460208,36.6496107,,127.4602,36.6496
미래소아청소년과의원,부산광역시,부산진구,129.0223438,35.1528731,,129.0223,35.1529
미래소아청소년과의원,경상북도,상주시,128.1623046,36.4204218,,128.1623,36.4204
미래소아청소년과의원,경상남도,김해시,128.7302753,35.3083185,,128.7303,35.3083
미래소아청소년과의원,전라북도,김제시,126.9023397,35.8002149,,126.9023,35.8002
미래아이소아과의원,경기도,용인기흥구,127.1594371,37.2821547,,127.1594,37.2822
미래아이소아청소년과안과의원,서울특별시,강서구,126.8613201,37.5570639,,126.8613,37.5571
미래아이소아청소년과의원,충청남도,천안동남구,127.1576124,36.8186482,,127.1576,36.8186
미래아이연합소아청소년과의원,경상북도,구미시,128.4301114,36.0961916,,128.4301,36.0962
미래안소아청소년과의원,인천광역시,인천서구,126.6576084,37.6017893,,126.6576,37.6018
미래와여성 소아청소년과의원,전라북도,익산시,126.9384954,35.9438138,,126.9385,35.9438
미래이비인후과소아청소년과의원,경기도,평택시,127.1141665,36.9988747,,127.1142,36.9989
미르소아청소년과의원,경기도,시흥시,126.8016257,37.4374767,,126.8016,37.4375
미르소아청소년과의원,전라북도,전주완산구,127.100836,35.8021436,,127.1008,35.8021
미사린소아청소년과의원,경기도,하남시,127.1876706,37.5554605,,127.1877,37.5555
미소소아청소년과의원,대전광역시,대전유성구,127.3126642,36.3918614,,127.3127,36.3919
미소소아청소년과의원,충청북도,청주흥덕구,127.4275937,36.6415641,,127.4276,36.6416
미소아과의원,경기도,평택시,127.0664844,37.0603587,,127.0665,37.0604
미소아름치과의원,전라북도,전주완산구,127.1204651,35.8341967,,127.1205,35.8342
미소아이치과의원,경상남도,창원마산회원구,128.5840827,35.2409671,,128.5841,35.241
미소아청소년과의원,경기도,파주시,126.7645706,37.7349513,,126.7646,37.735
미소아치과치과의원,제주특별자치도,제주시,126.5425203,33.4939605,,126.5425,33.494
미즈맘소아청소년과의원,경상남도,거제시,128.6317816,34.8740036,,128.6318,34.874
미즈소아청소년과의원,대전광역시,대전서구,127.3842059,36.3439728,,127.3842,36.344
미즈아이소아청소년과의원,대전광역시,대전서구,127.3854545,36.3433028,,127.3855,36.3433
민들레소아청소년과의원,경상북도,김천시,128.1833215,36.1179512,,128.1833,36.118
민들레소아청소년과의원,전라북도,전주덕진구,127.1148037,35.8629339,,127.1148,35.8629
민소아과의원,경기도,부천원미구,126.7629983,37.508489,,126.763,37.5085
민소아청소년과의원,경기도,구리시,127.1117332,37.6259722,,127.1117,37.626
민소아청소년과의원,경기도,양주시,127.1058023,37.7961972,,127.1058,37.7962
민소아청소년과의원,경상남도,김해시,128.9108894,35.2479315,,128.9109,35.2479
민소아청소년과의원,전라남도,여수시,127.6395937,34.762314,,127.6396,34.7623
민소아청소년과의원,제주특별자치도,제주시,126.5493948,33.4746231,,126.5494,33.4746
민앤민소아청소년과의원,경기도,안양동안구,126.9715049,37.406045,,126.9715,37.406
민정식소아청소년과의원,부산광역시,부산사상구,128.9827108,35.1710009,,128.9827,35.171
민정식엠엔엠소아청소년과의원,경기도,구리시,127.1384755,37.587267,,127.1385,37.5873
민트소아청소년과의원,대구광역시,대구동구,128.6153433,35.8792992,,128.6153,35.8793
민트소아청소년과의원,경기도,고양일산서구,126.7535604,37.6990688,,126.7536,37.6991
밀크소아청소년과의원,인천광역시,인천연수구,126.640408,37.3951272,,126.6404,37.3951
바른소아청소년과의원,경기도,시흥시,126.8022264,37.436579,,126.8022,37.4366
바른소아청소년과의원,경기도,의정부시,127.1109434,37.7289622,,127.1109,37.729
바른소아청소년과의원,경기도,김포시,126.6833652,37.6464911,,126.6834,37.6465
바른소아치과치과의원,경기도,성남분당구,127.0893162,37.3899515,,127.0893,37.39
바른연합소아청소년과의원,대구광역시,대구달서구,128.5160198,35.8190938,,128.516,35.8191
바른이비인후과소아청소년과의원,인천광역시,인천부평구,126.7049035,37.5131208,,126.7049,37.5131
바른주니어소아치과의원,충청북도,청주상당구,127.5177625,36.617198,,127.5178,36.6172
바움소아청소년과의원,제주특별자치도,서귀포시,126.50732,33.2490026,,126.5073,33.249
박경란소아청소년과의원,경기도,구리시,127.1386027,37.5919339,,127.1386,37.5919
박광선소아청소년과의원,경상남도,창원진해구,128.8101895,35.1016513,,128.8102,35.1017
박동건소아과의원,경기도,부천원미구,126.7638749,37.4927439,,126.7639,37.4927
박래경소아청소년과의원,충청남도,홍성군,126.6662755,36.6011582,,126.6663,36.6012
박문호소아청소년과의원,대구광역시,대구중구,128.6026067,35.8626548,,128.6026,35.8627
박미란소아청소년과의원,서울특별시,관악구,126.9641291,37.4765678,,126.9641,37.4766
박상수소아청소년과의원,울산광역시,울산중구,129.2945456,35.5524328,,129.2945,35.5524
박상조소아청소년과의원,부산광역시,부산사하구,128.9623089,35.0952862,,128.9623,35.0953
박상준소아청소년과의원,경기도,남양주시,127.1871934,37.7118901,,127.1872,37.7119
박상현소아청소년과의원,경기도,광명시,126.8521846,37.4779305,,126.8522,37.4779
박상현소아청소년과의원,서울특별시,성북구,127.0101198,37.6073767,,127.0101,37.6074
박샘소아청소년과의원,경기도,평택시,127.102363,36.9915502,,127.1024,36.9916
박성균소아청소년과의원,서울특별시,서대문구,126.9477457,37.5927038,,126.9477,37.5927
박성기소아청소년과의원,부산광역시,부산사하구,128.9574385,35.1014214,,128.9574,35.1014
박성수소아청소년과의원,부산광역시,부산해운대구,129.1175913,35.191057,,129.1176,35.1911
박성신소아과의원,서울특별시,관악구,126.927945,37.4807478,,126.9279,37.4807
박성희소아청소년과의원,경상남도,창원의창구,128.6244763,35.2647367,,128.6245,35.2647
박소아과의원,서울특별시,성동구,127.0109203,37.5415617,,127.0109,37.5416
박소아과의원,서울특별시,용산구,126.9851745,37.5456209,,126.9852,37.5456
박소아과의원,경기도,포천시,127.2025301,37.8969272,,127.2025,37.8969
박소아과의원,경기도,이천시,127.6322375,37.1178323,,127.6322,37.1178
박소아과의원,경기도,고양일산동구,126.7836486,37.6537677,,126.7836,37.6538
박소아과의원,경기도,부천원미구,126.7593049,37.4999023,,126.7593,37.4999
박소아청소년과의원,서울특별시,강남구,127.0878214,37.4849884,,127.0878,37.485
박소아청소년과의원,서울특별시,성북구,127.0200658,37.583565,,127.0201,37.5836
박소아청소년과의원,경기도,수원장안구,127.0092298,37.3021322,,127.0092,37.3021
박소아청소년과의원,경기도,남양주시,127.3041362,37.6474208,,127.3041,37.6474
박소아청소년과의원,경기도,파주시,126.7758452,37.7709435,,126.7758,37.7709
박소아청소년과의원,인천광역시,인천부평구,126.7085064,37.4872335,,126.7085,37.4872
박소아청소년과의원,인천광역시,인천연수구,126.6691397,37.4214859,,126.6691,37.4215
박소아청소년과의원,충청북도,진천군,127.4447119,36.8587475,,127.4447,36.8587
박소아청소년과의원,부산광역시,부산동구,129.0389377,35.1197395,,129.0389,35.1197
박소아청소년과의원,부산광역시,부산기장군,129.2260207,35.2663011,,129.226,35.2663
박소아청소년과의원,경상남도,김해시,128.815046,35.1731297,,128.815,35.1731
박소영소아청소년과의원,인천광역시,인천부평구,126.7393501,37.5039991,,126.7394,37.504
박수언소아청소년과의원,경기도,용인수지구,127.1228448,37.331968,,127.1228,37.332
박수연소아청소년과의원,울산광역시,울산남구,129.3238029,35.530811,,129.3238,35.5308
박승남소아청소년과의원,경기도,의정부시,127.0339959,37.7577643,,127.034,37.7578
박승원소아청소년과의원,부산광역시,부산사상구,129.0046713,35.1501454,,129.0047,35.1501
박영경소아과의원,광주광역시,광주서구,126.8842529,35.1473274,,126.8843,35.1473
박우생소아청소년과의원,경상남도,창원진해구,128.7057138,35.1401149,,128.7057,35.1401
박유인소아청소년과의원,강원특별자치도,강릉시,128.8776272,37.7642131,,128.8776,37.7642
박의수소아청소년과의원,서울특별시,도봉구,127.0433277,37.6699298,,127.0433,37.6699
박인승소아청소년과의원,경기도,부천소사구,126.7991641,37.4758647,,126.7992,37.4759
박재완소아청소년과의원,서울특별시,강서구,126.8118189,37.5737353,,126.8118,37.5737
박정권소아청소년과의원,경상북도,칠곡군,128.4118997,36.0791708,,128.4119,36.0792
박정금소아청소년과의원,경기도,성남수정구,127.1501823,37.4555855,,127.1502,37.4556
박정숙소아청소년과의원,부산광역시,부산해운대구,129.1423237,35.1616441,,129.1423,35.1616
박정현소아과의원,충청북도,청주상당구,127.5034522,36.6106884,,127.5035,36.6107
박지영소아청소년과의원,경상남도,통영시,128.4151892,34.879769,,128.4152,34.8798
박진녕소아청소년과의원,경기도,용인기흥구,127.1189735,37.2941687,,127.119,37.2942
박진소아청소년과의원,서울특별시,영등포구,126.8994776,37.4948846,,126.8995,37.4949
박진아소아청소년과의원,경기도,파주시,126.768947,37.7555821,,126.7689,37.7556
박쾌종소아과의원,대전광역시,대전유성구,127.4045608,36.3992713,,127.4046,36.3993
박현숙소아과의원,서울특별시,노원구,127.0746583,37.621638,,127.0747,37.6216
박현우소아청소년과의원,경상남도,김해시,128.8669082,35.2665886,,128.8669,35.2666
박화영소아청소년과의원,서울특별시,노원구,127.0642714,37.6399301,,127.0643,37.6399
반기석소아청소년과의원,충청북도,충주시,127.9336053,36.9728007,,127.9336,36.9728
반디소아청소년과의원,경기도,화성시,127.0907013,37.2026473,,127.0907,37.2026
반여센텀소아청소년과의원,부산광역시,부산해운대구,129.1175268,35.1996918,,129.1175,35.1997
반포키즈소아청소년과의원,서울특별시,서초구,127.0119428,37.508618,,127.0119,37.5086
밝은미래소아청소년과의원,인천광역시,인천남동구,126.7489215,37.4248367,,126.7489,37.4248
밝은소아청소년과의원,광주광역시,광주동구,126.9249698,35.1601431,,126.925,35.1601
밝은아이소아청소년과의원,경기도,남양주시,127.2441115,37.6550783,,127.2441,37.6551
밤가시연세소아청소년과의원,경기도,고양일산동구,126.7769728,37.6740494,,126.777,37.674
방글소아청소년과의원,경기도,남양주시,127.3027784,37.6617384,,127.3028,37.6617
방소아청소년과의원,서울특별시,양천구,126.8632217,37.5257698,,126.8632,37.5258
방실방실소아과의원,서울특별시,송파구,127.1182054,37.5134263,,127.1182,37.5134
방찬호소아청소년과의원,경기도,수원권선구,126.9768808,37.2713897,,126.9769,37.2714
배곧연세소아청소년과의원,경기도,시흥시,126.730188,37.3692355,,126.7302,37.3692
배광열소아청소년과의원,부산광역시,부산해운대구,129.1253473,35.1861008,,129.1253,35.1861
배산소아청소년과의원,부산광역시,부산연제구,129.0951904,35.1737319,,129.0952,35.1737
배소아청소년과의원,서울특별시,동작구,126.9317763,37.4999427,,126.9318,37.4999
배소아청소년과의원,경기도,용인기흥구,127.111688,37.2805527,,127.1117,37.2806
배영민소아청소년과의원,경기도,화성시,127.0402958,37.2060923,,127.0403,37.2061
백경훈소아청소년과의원,경기도,양주시,127.0470699,37.8191133,,127.0471,37.8191
백석소아청소년과의원,충청남도,천안서북구,127.1232884,36.8310826,,127.1233,36.8311
백설소아과의원,서울특별시,중구,127.0097435,37.5500494,,127.0097,37.55
백소아과의원,서울특별시,노원구,127.0549618,37.6791235,,127.055,37.6791
백영수소아과의원,경상북도,경주시,129.2096239,35.8653335,,129.2096,35.8653
백용운소아청소년과의원,부산광역시,부산금정구,129.0876258,35.2278296,,129.0876,35.2278
범어아이사랑소아청소년과의원,대구광역시,대구수성구,128.6211637,35.8632515,,128.6212,35.8633
범어아이자람 소아청소년과의원,대구광역시,대구수성구,128.6273919,35.860434,,128.6274,35.8604
법동한빛소아과의원,대전광역시,대전대덕구,127.4284474,36.3708972,,127.4284,36.3709
변소아청소년과의원,부산광역시,부산진구,129.0369419,35.1541696,,129.0369,35.1542
변혜란소아청소년과의원,서울특별시,서초구,127.0113905,37.4856542,,127.0114,37.4857
변화진소아청소년과의원,인천광역시,인천미추홀구,126.6409259,37.4563255,,126.6409,37.4563
별가람소아치과의원,경기도,남양주시,127.1172253,37.6679338,,127.1172,37.6679
별소아청소년과의원,서울특별시,구로구,126.8556688,37.4920943,,126.8557,37.4921
별소아청소년과의원,서울특별시,양천구,126.8555404,37.5132891,,126.8555,37.5133
별소아청소년과의원,서울특별시,마포구,126.8932098,37.5763559,,126.8932,37.5764
별소아청소년과의원,경기도,안성시,127.2567952,37.0129952,,127.2568,37.013
별소아청소년과의원,충청남도,서산시,126.438294,36.7737336,,126.4383,36.7737
별소아청소년과의원,충청북도,음성군,127.5407452,36.9096891,,127.5407,36.9097
별소아청소년과의원,대구광역시,대구북구,128.6276666,35.8917545,,128.6277,35.8918
별앤빛소아청소년과의원,경상북도,영천시,128.9515744,35.9824973,,128.9516,35.9825
병아리소아치과의원,대전광역시,대전중구,127.4132322,36.3222772,,127.4132,36.3223
보들아이소아청소년과의원,서울특별시,송파구,127.1072604,37.4976183,,127.1073,37.4976
보람소아청소년과의원,인천광역시,인천계양구,126.7463043,37.5547854,,126.7463,37.5548
보람소아청소년과의원,경상남도,진주시,128.0625655,35.1767654,,128.0626,35.1768
보송소아청소년과의원,부산광역시,부산해운대구,129.1776778,35.1695768,,129.1777,35.1696
보스턴은소아청소년과의원,서울특별시,관악구,126.9472995,37.4861622,,126.9473,37.4862
본소아청소년과의원,부산광역시,부산북구,129.0089519,35.2234893,,129.009,35.2235
본소아청소년과의원,경상북도,구미시,128.3395922,36.1233151,,128.3396,36.1233
봄내아이 소아청소년과의원,강원특별자치도,춘천시,127.7375259,37.8535241,,127.7375,37.8535
봄봄소아청소년과의원,서울특별시,마포구,126.9455166,37.5538206,,126.9455,37.5538
봄봄소아청소년과의원,경기도,부천오정구,126.8043758,37.5166193,,126.8044,37.5166
봄봄소아치과의원,강원특별자치도,춘천시,127.7269558,37.8548892,,127.727,37.8549
봄빛소아청소년과의원,인천광역시,인천남동구,126.7491085,37.4385845,,126.7491,37.4386
봄빛소아청소년과의원,전라북도,전주완산구,127.1170548,35.7943317,,127.1171,35.7943
봄빛소아치과의원,경기도,안양만안구,126.9304996,37.39558,,126.9305,37.3956
봄빛연합소아청소년과의원,대구광역시,대구북구,128.617379,35.9426488,,128.6174,35.9426
봄소아청소년과의원,경기도,수원영통구,127.0558468,37.2452099,,127.0558,37.2452
봄소아청소년과의원,경기도,화성시,126.9762,37.2157441,,126.9762,37.2157
봄소아청소년과의원,경기도,용인수지구,127.0780476,37.3232084,,127.078,37.3232
봄소아청소년과의원,경기도,파주시,126.7851125,37.8677583,,126.7851,37.8678
봄소아청소년과의원,경기도,고양덕양구,126.8383549,37.6588596,,126.8384,37.6589
봄소아청소년과의원,경기도,김포시,126.667706,37.6436471,,126.6677,37.6436
봄소아청소년과의원,인천광역시,인천동구,126.6476668,37.4809471,,126.6477,37.4809
봄소아청소년과의원,충청남도,논산시,127.0990133,36.1898965,,127.099,36.1899
봄소아청소년과의원,부산광역시,부산기장군,129.2228117,35.2603191,,129.2228,35.2603
봄소아청소년과의원,울산광역시,울산북구,129.3538047,35.6428478,,129.3538,35.6428
봄소아청소년과의원,경상남도,진주시,128.1490978,35.1726851,,128.1491,35.1727
봄소아청소년과의원,경상남도,거창군,127.9157511,35.6886394,,127.9158,35.6886
봄연합소아청소년과의원,경상북도,구미시,128.4220824,36.1377477,,128.4221,36.1377
봉담도담소아청소년과의원,경기도,화성시,126.9473799,37.2239401,,126.9474,37.2239
봉봉소아청소년과의원,경기도,평택시,126.9159078,37.0175045,,126.9159,37.0175
봉봉소아청소년과의원,경기도,고양일산동구,126.808888,37.6752809,,126.8089,37.6753
봉선드림소아청소년과의원,광주광역시,광주남구,126.9074211,35.1237129,,126.9074,35.1237
부부소아청소년과의원,강원특별자치도,원주시,127.8293112,37.3238795,,127.8293,37.3239
부천씨디씨(CDC)소아치과의원,경기도,부천원미구,126.7638908,37.5051188,,126.7639,37.5051
부평아이들소아청소년과의원,인천광역시,인천부평구,126.7211049,37.4941697,,126.7211,37.4942
부평함소아한의원,인천광역시,인천부평구,126.72216,37.4963056,,126.7222,37.4963
북면소아청소년과의원,경상남도,창원의창구,128.5852833,35.3172276,,128.5853,35.3172
분당박소아청소년과의원,경기도,성남분당구,127.1263875,37.3909844,,127.1264,37.391
분당소아청소년과의원,경기도,성남분당구,127.1247778,37.3837934,,127.1248,37.3838
브라운소아청소년과의원,인천광역시,인천부평구,126.6996234,37.4737709,,126.6996,37.4738
브이아이씨(V.I.C)365소아청소년과의원,인천광역시,인천연수구,126.6566654,37.3809617,,126.6567,37.381
비케이소아치과치과의원,대전광역시,대전서구,127.3768209,36.3494046,,127.3768,36.3494
비타민소아청소년과의원,서울특별시,강동구,127.174853,37.5722002,,127.1749,37.5722
뿡뿡이연합소아청소년과의원,대구광역시,대구달서구,128.5418998,35.8430518,,128.5419,35.8431
사과나무소아청소년과의원,인천광역시,인천서구,126.6826147,37.5667006,,126.6826,37.5667
사과나무소아청소년과의원,경상북도,경산시,128.7641013,35.8411522,,128.7641,35.8412
사랑나무 소아청소년과의원,강원특별자치도,춘천시,127.7180606,37.868583,,127.7181,37.8686
사랑빛소아청소년과의원,경기도,하남시,127.154242,37.5087776,,127.1542,37.5088
사랑소아청소년과의원,경기도,고양덕양구,126.8971752,37.6059338,,126.8972,37.6059
사랑소아청소년과의원,경기도,김포시,126.6629247,37.6477504,,126.6629,37.6478
사랑소아청소년과의원,인천광역시,인천서구,126.6648538,37.5224277,,126.6649,37.5224
사랑아이소아청소년과의원,서울특별시,성동구,127.0248134,37.5692575,,127.0248,37.5693
